state,date,cases,daily cases,deaths,daily deaths,daily cases moving average,daily deaths moving average
MG,2020-05-02,2023,88,88,0,67.57142857142857,3.5
MG,2020-05-03,2118,95,89,1,68.85714285714286,3.5714285714285716
MG,2020-05-04,2347,229,90,1,82.71428571428571,3.5
MG,2020-05-05,2452,105,94,4,87.28571428571429,3.5714285714285716
MG,2020-05-06,2605,153,97,3,94.42857142857143,3.5714285714285716
MG,2020-05-07,2770,165,106,9,104.42857142857143,3.9285714285714284
MG,2020-05-08,2943,173,111,5,108.85714285714286,4.071428571428571
MG,2020-05-09,3123,180,118,7,117.28571428571429,4.285714285714286
MG,2020-05-10,3237,114,119,1,120.64285714285714,4.142857142857143
MG,2020-05-11,3320,83,121,2,123.85714285714286,4.214285714285714
MG,2020-05-12,3435,115,127,6,127.57142857142857,4.0
MG,2020-05-13,3733,298,135,8,141.07142857142858,3.9285714285714284
MG,2020-05-14,3950,217,139,4,151.64285714285714,4.071428571428571
MG,2020-05-15,4196,246,146,7,161.5,4.142857142857143
MG,2020-05-16,4474,278,150,4,175.07142857142858,4.428571428571429
MG,2020-05-17,4611,137,156,6,178.07142857142858,4.785714285714286
MG,2020-05-18,4695,84,161,5,167.71428571428572,5.071428571428571
MG,2020-05-19,4977,282,167,6,180.35714285714286,5.214285714285714
MG,2020-05-20,5286,309,177,10,191.5,5.714285714285714
MG,2020-05-21,5596,310,191,14,201.85714285714286,6.071428571428571
MG,2020-05-22,5995,399,201,10,218.0,6.428571428571429
MG,2020-05-23,6338,343,217,16,229.64285714285714,7.071428571428571
MG,2020-05-24,6668,330,226,9,245.07142857142858,7.642857142857143
MG,2020-05-25,6962,294,230,4,260.14285714285717,7.785714285714286
MG,2020-05-26,7516,554,234,4,291.5,7.642857142857143
MG,2020-05-27,8011,495,240,6,305.57142857142856,7.5
MG,2020-05-28,8686,675,255,15,338.2857142857143,8.285714285714286
MG,2020-05-29,9232,546,257,2,359.7142857142857,7.928571428571429
MG,2020-05-30,9630,398,263,6,368.2857142857143,8.071428571428571
MG,2020-05-31,10464,834,271,8,418.07142857142856,8.214285714285714
MG,2020-06-01,10670,206,278,7,426.7857142857143,8.357142857142858
MG,2020-06-02,10939,269,289,11,425.85714285714283,8.714285714285714
MG,2020-06-03,12010,1071,306,17,480.2857142857143,9.214285714285714
MG,2020-06-04,13034,1024,323,17,531.2857142857143,9.428571428571429
MG,2020-06-05,13995,961,344,21,571.4285714285714,10.214285714285714
MG,2020-06-06,14939,944,368,24,614.3571428571429,10.785714285714286
MG,2020-06-07,15703,764,376,8,645.3571428571429,10.714285714285714
MG,2020-06-08,15883,180,380,4,637.2142857142857,10.714285714285714
MG,2020-06-09,16102,219,399,19,613.2857142857143,11.785714285714286
MG,2020-06-10,17501,1399,409,10,677.8571428571429,12.071428571428571
MG,2020-06-11,18448,947,431,22,697.2857142857143,12.571428571428571
MG,2020-06-12,20106,1658,446,15,776.7142857142857,13.5
MG,2020-06-13,20614,508,454,8,784.5714285714286,13.642857142857142
MG,2020-06-14,21381,767,475,21,779.7857142857143,14.571428571428571
MG,2020-06-15,21728,347,481,6,789.8571428571429,14.5
MG,2020-06-16,22024,296,502,21,791.7857142857143,15.214285714285714
MG,2020-06-17,23347,1323,537,35,809.7857142857143,16.5
MG,2020-06-18,24906,1559,570,33,848.0,17.642857142857142
MG,2020-06-19,26052,1146,600,30,861.2142857142857,18.285714285714285
MG,2020-06-20,27305,1253,636,36,883.2857142857143,19.142857142857142
MG,2020-06-21,27641,336,661,25,852.7142857142857,20.357142857142858
MG,2020-06-22,28918,1277,688,27,931.0714285714286,22.0
MG,2020-06-23,29897,979,720,32,985.3571428571429,22.928571428571427
MG,2020-06-24,31343,1446,771,51,988.7142857142857,25.857142857142858
MG,2020-06-25,32769,1426,806,35,1022.9285714285714,26.785714285714285
MG,2020-06-26,38891,6122,833,27,1341.7857142857142,27.642857142857142
MG,2020-06-27,40966,2075,882,49,1453.7142857142858,30.571428571428573
MG,2020-06-28,42741,1775,899,17,1525.7142857142858,30.285714285714285
MG,2020-06-29,43864,1123,940,41,1581.142857142857,32.785714285714285
MG,2020-06-30,45001,1137,965,25,1641.2142857142858,33.07142857142857
MG,2020-07-01,47584,2583,1007,42,1731.2142857142858,33.57142857142857
MG,2020-07-02,50707,3123,1059,52,1842.9285714285713,34.92857142857143
MG,2020-07-03,53351,2644,1110,51,1949.9285714285713,36.42857142857143
MG,2020-07-04,55958,2607,1183,73,2046.642857142857,39.07142857142857
MG,2020-07-05,58283,2325,1201,18,2188.714285714286,38.57142857142857
MG,2020-07-06,59626,1343,1230,29,2193.4285714285716,38.714285714285715
MG,2020-07-07,60897,1271,1282,52,2214.285714285714,40.142857142857146
MG,2020-07-08,64035,3138,1355,73,2335.1428571428573,41.714285714285715
MG,2020-07-09,66864,2829,1445,90,2435.3571428571427,45.642857142857146
MG,2020-07-10,70086,3222,1504,59,2228.214285714286,47.92857142857143
MG,2020-07-11,73813,3727,1550,46,2346.214285714286,47.714285714285715
MG,2020-07-12,75851,2038,1576,26,2365.0,48.357142857142854
MG,2020-07-13,76822,971,1615,39,2354.1428571428573,48.214285714285715
MG,2020-07-14,78643,1821,1688,73,2403.0,51.642857142857146
MG,2020-07-15,82010,3367,1752,64,2459.0,53.214285714285715
MG,2020-07-16,84470,2460,1834,82,2411.6428571428573,55.357142857142854
MG,2020-07-17,87271,2801,1904,70,2422.8571428571427,56.714285714285715
MG,2020-07-18,90875,3604,1964,60,2494.0714285714284,55.785714285714285
MG,2020-07-19,92972,2097,1982,18,2477.785714285714,55.785714285714285
MG,2020-07-20,94132,1160,2004,22,2464.714285714286,55.285714285714285
MG,2020-07-21,95566,1434,2071,67,2476.3571428571427,56.357142857142854
MG,2020-07-22,98741,3175,2166,95,2479.0,57.92857142857143
MG,2020-07-23,102568,3827,2238,72,2550.285714285714,56.642857142857146
MG,2020-07-24,106812,4244,2315,77,2623.285714285714,57.92857142857143
MG,2020-07-25,110093,3281,2404,89,2591.4285714285716,61.0
MG,2020-07-26,112571,2478,2429,25,2622.8571428571427,60.92857142857143
MG,2020-07-27,113718,1147,2461,32,2635.4285714285716,60.42857142857143
MG,2020-07-28,116645,2927,2551,90,2714.4285714285716,61.642857142857146
MG,2020-07-29,119394,2749,2608,57,2670.285714285714,61.142857142857146
MG,2020-07-30,123415,4021,2692,84,2781.785714285714,61.285714285714285
MG,2020-07-31,127106,3691,2769,77,2845.3571428571427,61.785714285714285
MG,2020-08-01,129985,2879,2861,92,2793.5714285714284,64.07142857142857
MG,2020-08-02,132801,2816,2891,30,2844.9285714285716,64.92857142857143
MG,2020-08-03,133743,942,2894,3,2829.3571428571427,63.57142857142857
MG,2020-08-04,135728,1985,2894,0,2868.714285714286,58.785714285714285
MG,2020-08-05,139661,3933,3195,301,2922.8571428571427,73.5
MG,2020-08-06,142828,3167,3304,109,2875.714285714286,76.14285714285714
MG,2020-08-07,147323,4495,3381,77,2893.6428571428573,76.14285714285714
MG,2020-08-08,150723,3400,3449,68,2902.1428571428573,74.64285714285714
MG,2020-08-09,153927,3204,3537,88,2954.0,79.14285714285714
MG,2020-08-10,155075,1148,3597,60,2954.0714285714284,81.14285714285714
MG,2020-08-11,156551,1476,3613,16,2850.4285714285716,75.85714285714286
MG,2020-08-12,160485,3934,3783,170,2935.0714285714284,83.92857142857143
MG,2020-08-13,164915,4430,3846,63,2964.285714285714,82.42857142857143
MG,2020-08-14,168428,3513,3943,97,2951.5714285714284,83.85714285714286
MG,2020-08-15,171514,3086,4044,101,2966.3571428571427,84.5
MG,2020-08-16,174402,2888,4132,88,2971.5,88.64285714285714
MG,2020-08-17,175715,1313,4223,91,2998.0,94.92857142857143
MG,2020-08-18,177787,2072,4306,83,3004.214285714286,100.85714285714286
MG,2020-08-19,181158,3371,4436,130,2964.0714285714284,88.64285714285714
MG,2020-08-20,185062,3904,4543,107,3016.714285714286,88.5
MG,2020-08-21,188623,3561,4663,120,2950.0,91.57142857142857
MG,2020-08-22,191507,2884,4737,74,2913.1428571428573,92.0
MG,2020-08-23,194614,3107,4790,53,2906.214285714286,89.5
MG,2020-08-24,195920,1306,4805,15,2917.5,86.28571428571429
MG,2020-08-25,198736,2816,4847,42,3013.214285714286,88.14285714285714
MG,2020-08-26,201973,3237,4948,101,2963.4285714285716,83.21428571428571
MG,2020-08-27,205942,3969,5049,101,2930.5,85.92857142857143
MG,2020-08-28,209465,3523,5167,118,2931.214285714286,87.42857142857143
MG,2020-08-29,212565,3100,5270,103,2932.214285714286,87.57142857142857
MG,2020-08-30,215050,2485,5326,56,2903.4285714285716,85.28571428571429
MG,2020-08-31,216557,1507,5335,9,2917.285714285714,79.42857142857143
MG,2020-09-01,218781,2224,5364,29,2928.1428571428573,75.57142857142857
MG,2020-09-02,222048,3267,5505,141,2920.714285714286,76.35714285714286
MG,2020-09-03,224987,2939,5591,86,2851.785714285714,74.85714285714286
MG,2020-09-04,228013,3026,5708,117,2813.5714285714284,74.64285714285714
MG,2020-09-05,231878,3865,5708,0,2883.6428571428573,69.35714285714286
MG,2020-09-06,234804,2926,5837,129,2870.714285714286,74.78571428571429
MG,2020-09-07,236012,1208,5851,14,2863.714285714286,74.71428571428571
MG,2020-09-08,236663,651,5877,26,2709.0714285714284,73.57142857142857
MG,2020-09-09,238515,1852,5935,58,2610.1428571428573,70.5
MG,2020-09-10,242533,4018,6009,74,2613.6428571428573,68.57142857142857
MG,2020-09-11,246149,3616,6114,105,2620.285714285714,67.64285714285714
MG,2020-09-12,250190,4041,6200,86,2687.5,66.42857142857143
MG,2020-09-13,252263,2073,6276,76,2658.0714285714284,67.85714285714286
MG,2020-09-14,253997,1734,6286,10,2674.285714285714,67.92857142857143
MG,2020-09-15,255606,1609,6328,42,2630.3571428571427,68.85714285714286
MG,2020-09-16,258595,2989,6419,91,2610.5,65.28571428571429
MG,2020-09-17,262001,3406,6500,81,2643.8571428571427,64.92857142857143
MG,2020-09-18,265185,3184,6574,74,2655.1428571428573,61.857142857142854
MG,2020-09-19,268009,2824,6656,82,2580.785714285714,67.71428571428571
MG,2020-09-20,270053,2044,6714,58,2517.785714285714,62.642857142857146
MG,2020-09-21,271194,1141,6727,13,2513.0,62.57142857142857
MG,2020-09-22,273233,2039,6764,37,2612.1428571428573,63.357142857142854
MG,2020-09-23,276314,3081,6897,133,2699.9285714285716,68.71428571428571
MG,2020-09-24,278901,2587,6983,86,2597.714285714286,69.57142857142857
MG,2020-09-25,283479,4578,7056,73,2666.4285714285716,67.28571428571429
MG,2020-09-26,286350,2871,7181,125,2582.8571428571427,70.07142857142857
MG,2020-09-27,288619,2269,7228,47,2596.8571428571427,68.0
MG,2020-09-28,290137,1518,7240,12,2581.4285714285716,68.14285714285714
MG,2020-09-29,292291,2154,7259,19,2620.3571428571427,66.5
MG,2020-09-30,295169,2878,7360,101,2612.4285714285716,67.21428571428571
MG,2020-10-01,298607,3438,7436,76,2614.714285714286,66.85714285714286
MG,2020-10-02,302082,3475,7502,66,2635.5,66.28571428571429
MG,2020-10-03,305527,3445,7569,67,2679.8571428571427,65.21428571428571
MG,2020-10-04,307199,1672,7643,74,2653.285714285714,66.35714285714286
MG,2020-10-05,308466,1267,7656,13,2662.285714285714,66.35714285714286
MG,2020-10-06,310124,1658,7704,48,2635.0714285714284,67.14285714285714
MG,2020-10-07,313032,2908,7811,107,2622.714285714286,65.28571428571429
MG,2020-10-08,315041,2009,7897,86,2581.4285714285716,65.28571428571429
MG,2020-10-09,318090,3049,7992,95,2472.214285714286,66.85714285714286
MG,2020-10-10,321140,3050,8061,69,2485.0,62.857142857142854
MG,2020-10-11,322936,1796,8127,66,2451.214285714286,64.21428571428571
MG,2020-10-12,323967,1031,8130,3,2416.4285714285716,63.57142857142857
MG,2020-10-13,324626,659,8145,15,2309.6428571428573,63.285714285714285
MG,2020-10-14,325972,1346,8171,26,2200.214285714286,57.92857142857143
MG,2020-10-15,328402,2430,8267,96,2128.214285714286,59.357142857142854
MG,2020-10-16,331433,3031,8345,78,2096.5,60.214285714285715
MG,2020-10-17,333998,2565,8405,60,2033.642857142857,59.714285714285715
MG,2020-10-18,335683,1685,8446,41,2034.5714285714287,57.357142857142854
MG,2020-10-19,336648,965,8453,7,2013.0,56.92857142857143
MG,2020-10-20,338107,1459,8483,30,1998.7857142857142,55.642857142857146
MG,2020-10-21,340502,2395,8554,71,1962.142857142857,53.07142857142857
MG,2020-10-22,343159,2657,8621,67,2008.4285714285713,51.714285714285715
MG,2020-10-23,345188,2029,8686,65,1935.5714285714287,49.57142857142857
MG,2020-10-24,347006,1818,8732,46,1847.5714285714287,47.92857142857143
MG,2020-10-25,348804,1798,8770,38,1847.7142857142858,45.92857142857143
MG,2020-10-26,349512,708,8779,9,1824.642857142857,46.357142857142854
MG,2020-10-27,351033,1521,8789,10,1886.2142857142858,46.0
MG,2020-10-28,353311,2278,8872,83,1952.7857142857142,50.07142857142857
MG,2020-10-29,355226,1915,8916,44,1916.0,46.357142857142854
MG,2020-10-30,357347,2121,8962,46,1851.0,44.07142857142857
MG,2020-10-31,358971,1624,9015,53,1783.7857142857142,43.57142857142857
MG,2020-11-01,359991,1020,9038,23,1736.2857142857142,42.285714285714285
MG,2020-11-02,360830,839,9047,9,1727.2857142857142,42.42857142857143
MG,2020-11-03,361156,326,9050,3,1646.357142857143,40.5
MG,2020-11-04,362340,1184,9069,19,1559.857142857143,36.785714285714285
MG,2020-11-05,364541,2201,9128,59,1527.2857142857142,36.214285714285715
MG,2020-11-06,366303,1762,9199,71,1508.2142857142858,36.642857142857146
MG,2020-11-07,368609,2306,9204,5,1543.0714285714287,33.714285714285715
MG,2020-11-08,369956,1347,9204,0,1510.857142857143,31.0
MG,2020-11-09,370991,1035,9204,0,1534.2142857142858,30.357142857142858
MG,2020-11-10,372482,1491,9204,0,1532.0714285714287,29.642857142857142
MG,2020-11-11,374651,2169,9204,0,1524.2857142857142,23.714285714285715
MG,2020-11-12,376537,1886,9259,55,1522.2142857142858,24.5
MG,2020-11-13,379274,2737,9405,146,1566.2142857142858,31.642857142857142
MG,2020-11-14,381310,2036,9504,99,1595.642857142857,34.92857142857143
MG,2020-11-15,382882,1572,9507,3,1635.0714285714287,33.5
MG,2020-11-16,383473,591,9517,10,1617.357142857143,33.57142857142857
MG,2020-11-17,385427,1954,9531,14,1733.642857142857,34.357142857142854
MG,2020-11-18,387751,2324,9605,74,1815.0714285714287,38.285714285714285
MG,2020-11-19,390337,2586,9648,43,1842.5714285714287,37.142857142857146
MG,2020-11-20,393110,2773,9688,40,1914.7857142857142,34.92857142857143
MG,2020-11-21,395534,2424,9732,44,1923.2142857142858,37.714285714285715
MG,2020-11-22,396933,1399,9777,45,1926.9285714285713,40.92857142857143
MG,2020-11-23,398014,1081,9794,17,1930.2142857142858,42.142857142857146
MG,2020-11-24,399536,1522,9804,10,1932.4285714285713,42.857142857142854
MG,2020-11-25,403542,4006,9858,54,2063.6428571428573,46.714285714285715
MG,2020-11-26,406880,3338,9904,46,2167.3571428571427,46.07142857142857
MG,2020-11-27,409731,2851,9948,44,2175.5,38.785714285714285
MG,2020-11-28,412996,3265,9990,42,2263.285714285714,34.714285714285715
MG,2020-11-29,415247,2251,10031,41,2311.785714285714,37.42857142857143
MG,2020-11-30,416335,1088,10041,10,2347.285714285714,37.42857142857143
MG,2020-12-01,419655,3320,10051,10,2444.8571428571427,37.142857142857146
MG,2020-12-02,424155,4500,10121,70,2600.285714285714,36.857142857142854
MG,2020-12-03,428790,4635,10187,66,2746.6428571428573,38.5
MG,2020-12-04,433081,4291,10227,40,2855.0714285714284,38.5
MG,2020-12-05,438304,5223,10283,56,3055.0,39.357142857142854
MG,2020-12-06,441315,3011,10336,53,3170.1428571428573,39.92857142857143
MG,2020-12-07,442186,871,10341,5,3155.1428571428573,39.07142857142857
MG,2020-12-08,444800,2614,10345,4,3233.1428571428573,38.642857142857146
MG,2020-12-09,448880,4080,10429,84,3238.4285714285716,40.785714285714285
MG,2020-12-10,453364,4484,10499,70,3320.285714285714,42.5
MG,2020-12-11,459537,6173,10565,66,3557.5714285714284,44.07142857142857
MG,2020-12-12,464545,5008,10645,80,3682.0714285714284,46.785714285714285
MG,2020-12-13,468023,3478,10701,56,3769.714285714286,47.857142857142854
MG,2020-12-14,469003,980,10711,10,3762.0,47.857142857142854
MG,2020-12-15,473225,4222,10719,8,3826.4285714285716,47.714285714285715
MG,2020-12-16,477697,4472,10855,136,3824.4285714285716,52.42857142857143
MG,2020-12-17,483369,5672,10933,78,3898.5,53.285714285714285
MG,2020-12-18,488934,5565,11009,76,3989.5,55.857142857142854
MG,2020-12-19,494187,5253,11093,84,3991.6428571428573,57.857142857142854
MG,2020-12-20,497672,3485,11225,132,4025.5,63.5
MG,2020-12-21,499499,1827,11235,10,4093.785714285714,63.857142857142854
MG,2020-12-22,503700,4201,11258,23,4207.142857142857,65.21428571428571
MG,2020-12-23,510219,6519,11355,97,4381.357142857143,66.14285714285714
MG,2020-12-24,516188,5969,11475,120,4487.428571428572,69.71428571428571
MG,2020-12-25,520218,4030,11562,87,4334.357142857143,71.21428571428571
MG,2020-12-26,522331,2113,11585,23,4127.571428571428,67.14285714285714
MG,2020-12-27,523548,1217,11592,7,3966.0714285714284,63.642857142857146
MG,2020-12-28,524658,1110,11605,13,3975.3571428571427,63.857142857142854
MG,2020-12-29,529653,4995,11615,10,4030.5714285714284,64.0
MG,2020-12-30,536044,6391,11784,169,4167.642857142857,66.35714285714286
MG,2020-12-31,542909,6865,11902,118,4252.857142857143,69.21428571428571
MG,2021-01-01,546884,3975,12001,99,4139.285714285715,70.85714285714286
MG,2021-01-02,549302,2418,12023,22,3936.785714285714,66.42857142857143
MG,2021-01-03,550672,1370,12037,14,3785.714285714286,58.0
MG,2021-01-04,552104,1432,12063,26,3757.5,59.142857142857146
MG,2021-01-05,556692,4588,12083,20,3785.1428571428573,58.92857142857143
MG,2021-01-06,566207,9515,12211,128,3999.1428571428573,61.142857142857146
MG,2021-01-07,571657,5450,12366,155,3962.0714285714284,63.642857142857146
MG,2021-01-08,579469,7812,12469,103,4232.214285714285,64.78571428571429
MG,2021-01-09,587868,8399,12594,125,4681.214285714285,72.07142857142857
MG,2021-01-10,592311,4443,12709,115,4911.642857142857,79.78571428571429
MG,2021-01-11,595007,2696,12736,27,5024.928571428572,80.78571428571429
MG,2021-01-12,602833,7826,12750,14,5227.142857142857,81.07142857142857
MG,2021-01-13,611152,8319,12894,144,5364.857142857143,79.28571428571429
MG,2021-01-14,619846,8694,13028,134,5495.5,80.42857142857143
MG,2021-01-15,628966,9120,13182,154,5863.0,84.35714285714286
MG,2021-01-16,636797,7831,13355,173,6249.642857142857,95.14285714285714
MG,2021-01-17,643609,6812,13465,110,6638.357142857143,102.0
MG,2021-01-18,646091,2482,13483,18,6713.357142857143,101.42857142857143
MG,2021-01-19,651956,5865,13507,24,6804.571428571428,101.71428571428571
MG,2021-01-20,659385,7429,13721,214,6655.571428571428,107.85714285714286
MG,2021-01-21,668216,8831,13891,170,6897.071428571428,108.92857142857143
MG,2021-01-22,677809,9593,14010,119,7024.285714285715,110.07142857142857
MG,2021-01-23,686682,8873,14148,138,7058.142857142857,111.0
MG,2021-01-24,690853,4171,14279,131,7038.714285714285,112.14285714285714
MG,2021-01-25,693550,2697,14305,26,7038.785714285715,112.07142857142857
MG,2021-01-26,699257,5707,14328,23,6887.428571428572,112.71428571428571
MG,2021-01-27,707649,8392,14544,216,6892.642857142857,117.85714285714286
MG,2021-01-28,715967,8318,14699,155,6865.785714285715,119.35714285714286
MG,2021-01-29,721967,6000,14819,120,6642.928571428572,116.92857142857143
MG,2021-01-30,729968,8001,14939,120,6655.071428571428,113.14285714285714
MG,2021-01-31,734486,4518,15060,121,6491.214285714285,113.92857142857143
MG,2021-02-01,736265,1779,15094,34,6441.0,115.07142857142857
MG,2021-02-02,740972,4707,15126,32,6358.285714285715,115.64285714285714
MG,2021-02-03,746919,5947,15315,189,6252.428571428572,113.85714285714286
MG,2021-02-04,756971,10052,15499,184,6339.642857142857,114.85714285714286
MG,2021-02-05,762412,5441,15667,168,6043.071428571428,118.35714285714286
MG,2021-02-06,767061,4649,15807,140,5741.357142857143,118.5
MG,2021-02-07,774111,7050,15930,123,5947.0,117.92857142857143
MG,2021-02-08,776215,2104,15967,37,5904.642857142857,118.71428571428571
