estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily_cases_moving average,daily_deaths_moving average,sum_of_daily_cases_week,sum_of_daily_deaths_week
SC,2020-04-10,693,192,18,1,58.857142857142854,1.8571428571428572,412.0,13.0
SC,2020-04-11,732,39,21,3,56.857142857142854,2.2857142857142856,398.0,16.0
SC,2020-04-12,750,18,24,3,56.142857142857146,2.0,393.0,14.0
SC,2020-04-13,801,51,25,1,60.285714285714285,2.142857142857143,422.0,15.0
SC,2020-04-14,839,38,27,2,60.285714285714285,2.2857142857142856,422.0,16.0
SC,2020-04-15,853,13,28,1,56.42857142857143,1.8571428571428572,395.0,13.0
SC,2020-04-16,884,31,29,1,54.57142857142857,1.7142857142857142,382.0,12.0
SC,2020-04-17,926,42,30,1,33.142857142857146,1.7142857142857142,232.0,12.0
SC,2020-04-18,962,36,31,1,32.714285714285715,1.4285714285714286,229.0,10.0
SC,2020-04-19,975,13,32,1,32.0,1.1428571428571428,224.0,8.0
SC,2020-04-20,1025,50,35,3,31.857142857142858,1.4285714285714286,223.0,10.0
SC,2020-04-21,1063,38,35,0,31.857142857142858,1.1428571428571428,223.0,8.0
SC,2020-04-22,1091,28,37,2,34.0,1.2857142857142858,238.0,9.0
SC,2020-04-23,1115,24,39,2,33.0,1.4285714285714286,231.0,10.0
SC,2020-04-24,1170,55,42,3,34.857142857142854,1.7142857142857142,244.0,12.0
SC,2020-04-25,1209,39,42,0,35.285714285714285,1.5714285714285714,247.0,11.0
SC,2020-04-26,1235,26,42,0,37.142857142857146,1.4285714285714286,260.0,10.0
SC,2020-04-27,1337,102,43,1,44.57142857142857,1.1428571428571428,312.0,8.0
SC,2020-04-28,1476,139,44,1,59.0,1.2857142857142858,413.0,9.0
SC,2020-04-29,1995,519,44,0,129.14285714285714,1.0,904.0,7.0
SC,2020-04-30,2085,90,46,2,138.57142857142858,1.0,970.0,7.0
SC,2020-05-01,2104,19,48,2,133.42857142857142,0.8571428571428571,934.0,6.0
SC,2020-05-02,2346,242,52,4,162.42857142857142,1.4285714285714286,1137.0,10.0
SC,2020-05-03,2346,0,52,0,158.71428571428572,1.4285714285714286,1111.0,10.0
SC,2020-05-04,2519,173,52,0,168.85714285714286,1.2857142857142858,1182.0,9.0
SC,2020-05-05,2623,104,55,3,163.85714285714286,1.5714285714285714,1147.0,11.0
SC,2020-05-06,2917,294,59,4,131.71428571428572,2.142857142857143,922.0,15.0
SC,2020-05-07,3082,165,63,4,142.42857142857142,2.4285714285714284,997.0,17.0
SC,2020-05-08,3205,123,63,0,157.28571428571428,2.142857142857143,1101.0,15.0
SC,2020-05-09,3372,167,64,1,146.57142857142858,1.7142857142857142,1026.0,12.0
SC,2020-05-10,3429,57,65,1,154.71428571428572,1.8571428571428572,1083.0,13.0
SC,2020-05-11,3529,100,69,4,144.28571428571428,2.4285714285714284,1010.0,17.0
SC,2020-05-12,3733,204,73,4,158.57142857142858,2.5714285714285716,1110.0,18.0
SC,2020-05-13,3828,95,73,0,130.14285714285714,2.0,911.0,14.0
SC,2020-05-14,4332,504,78,5,178.57142857142858,2.142857142857143,1250.0,15.0
SC,2020-05-15,4562,230,79,1,193.85714285714286,2.2857142857142856,1357.0,16.0
SC,2020-05-16,4678,116,81,2,186.57142857142858,2.4285714285714284,1306.0,17.0
SC,2020-05-17,4776,98,83,2,192.42857142857142,2.5714285714285716,1347.0,18.0
SC,2020-05-18,5175,399,85,2,235.14285714285714,2.2857142857142856,1646.0,16.0
SC,2020-05-19,5413,238,91,6,240.0,2.5714285714285716,1680.0,18.0
SC,2020-05-20,5499,86,94,3,238.71428571428572,3.0,1671.0,21.0
SC,2020-05-21,5610,111,98,4,182.57142857142858,2.857142857142857,1278.0,20.0
SC,2020-05-22,6458,848,100,2,270.85714285714283,3.0,1896.0,21.0
SC,2020-05-23,6532,74,101,1,264.85714285714283,2.857142857142857,1854.0,20.0
SC,2020-05-24,6696,163,105,3,274.14285714285717,3.0,1919.0,21.0
SC,2020-05-25,6875,179,109,4,242.71428571428572,3.2857142857142856,1699.0,23.0
SC,2020-05-26,7016,141,121,12,228.85714285714286,4.142857142857143,1602.0,29.0
SC,2020-05-27,7372,356,126,5,267.42857142857144,4.428571428571429,1872.0,31.0
SC,2020-05-28,8000,628,131,5,341.2857142857143,4.571428571428571,2389.0,32.0
SC,2020-05-29,8530,530,134,3,295.85714285714283,4.714285714285714,2071.0,33.0
SC,2020-05-30,8778,248,136,2,320.7142857142857,4.857142857142857,2245.0,34.0
SC,2020-05-31,9037,259,143,7,334.42857142857144,5.428571428571429,2341.0,38.0
SC,2020-06-01,9498,461,146,3,374.7142857142857,5.285714285714286,2623.0,37.0
SC,2020-06-02,9660,162,148,2,377.7142857142857,3.857142857142857,2644.0,27.0
SC,2020-06-03,10034,374,152,4,380.2857142857143,3.7142857142857144,2662.0,26.0
SC,2020-06-04,10532,498,156,4,361.7142857142857,3.5714285714285716,2532.0,25.0
SC,2020-06-05,10846,314,159,3,330.85714285714283,3.5714285714285716,2316.0,25.0
SC,2020-06-06,11285,439,166,7,358.14285714285717,4.285714285714286,2507.0,30.0
SC,2020-06-07,11565,280,171,5,361.14285714285717,4.0,2528.0,28.0
SC,2020-06-08,11565,0,171,0,295.2857142857143,3.5714285714285716,2067.0,25.0
SC,2020-06-09,12192,627,179,8,361.7142857142857,4.428571428571429,2532.0,31.0
SC,2020-06-10,12594,402,184,5,365.7142857142857,4.571428571428571,2560.0,32.0
SC,2020-06-11,12953,359,186,2,345.85714285714283,4.285714285714286,2421.0,30.0
SC,2020-06-12,13165,212,191,5,331.2857142857143,4.571428571428571,2319.0,32.0
SC,2020-06-13,13296,131,193,2,287.2857142857143,3.857142857142857,2011.0,27.0
SC,2020-06-14,13360,64,195,2,256.42857142857144,3.4285714285714284,1795.0,24.0
SC,2020-06-15,13960,600,199,4,342.14285714285717,4.0,2395.0,28.0
SC,2020-06-16,14402,442,212,13,315.7142857142857,4.714285714285714,2210.0,33.0
SC,2020-06-17,15015,613,216,4,345.85714285714283,4.571428571428571,2421.0,32.0
SC,2020-06-18,15573,558,222,6,374.2857142857143,5.142857142857143,2620.0,36.0
SC,2020-06-19,16322,749,234,12,451.0,6.142857142857143,3157.0,43.0
SC,2020-06-20,17108,786,237,3,544.5714285714286,6.285714285714286,3812.0,44.0
SC,2020-06-21,17582,474,246,9,603.1428571428571,7.285714285714286,4222.0,51.0
SC,2020-06-22,17937,355,256,10,568.1428571428571,8.142857142857142,3977.0,57.0
SC,2020-06-23,19244,1307,263,7,691.7142857142857,7.285714285714286,4842.0,51.0
SC,2020-06-24,20921,1677,279,16,843.7142857142857,9.0,5906.0,63.0
SC,2020-06-25,21951,1030,289,10,911.1428571428571,9.571428571428571,6378.0,67.0
SC,2020-06-26,22947,996,298,9,946.4285714285714,9.142857142857142,6625.0,64.0
SC,2020-06-27,23808,861,304,6,957.1428571428571,9.571428571428571,6700.0,67.0
SC,2020-06-28,24364,556,312,8,968.8571428571429,9.428571428571429,6782.0,66.0
SC,2020-06-29,25056,692,324,12,1017.0,9.714285714285714,7119.0,68.0
SC,2020-06-30,26354,1298,341,17,1015.7142857142857,11.142857142857142,7110.0,78.0
SC,2020-07-01,27279,925,347,6,908.2857142857143,9.714285714285714,6358.0,68.0
SC,2020-07-02,28575,1296,362,15,946.2857142857143,10.428571428571429,6624.0,73.0
SC,2020-07-03,30261,1686,376,14,1044.857142857143,11.142857142857142,7314.0,78.0
SC,2020-07-04,31931,1670,383,7,1160.4285714285713,11.285714285714286,8123.0,79.0
SC,2020-07-05,32969,1038,393,10,1229.2857142857142,11.571428571428571,8605.0,81.0
SC,2020-07-06,33822,853,406,13,1252.2857142857142,11.714285714285714,8766.0,82.0
SC,2020-07-07,35342,1520,419,13,1284.0,11.142857142857142,8988.0,78.0
SC,2020-07-08,36810,1468,432,13,1361.5714285714287,12.142857142857142,9531.0,85.0
SC,2020-07-09,38408,1598,447,15,1404.7142857142858,12.142857142857142,9833.0,85.0
SC,2020-07-10,40106,1698,459,12,1406.4285714285713,11.857142857142858,9845.0,83.0
SC,2020-07-11,42026,1920,485,26,1442.142857142857,14.571428571428571,10095.0,102.0
SC,2020-07-12,43031,1005,497,12,1437.4285714285713,14.857142857142858,10062.0,104.0
SC,2020-07-13,43815,784,517,20,1427.5714285714287,15.857142857142858,9993.0,111.0
SC,2020-07-14,46050,2235,534,17,1529.7142857142858,16.428571428571427,10708.0,115.0
SC,2020-07-15,47976,1926,569,35,1595.142857142857,19.571428571428573,11166.0,137.0
SC,2020-07-16,49781,1805,588,19,1624.7142857142858,20.142857142857142,11373.0,141.0
SC,2020-07-17,51549,1768,646,58,1634.7142857142858,26.714285714285715,11443.0,187.0
SC,2020-07-18,52531,982,662,16,1500.7142857142858,25.285714285714285,10505.0,177.0
SC,2020-07-19,53336,805,685,23,1472.142857142857,26.857142857142858,10305.0,188.0
SC,2020-07-20,54414,1078,694,9,1514.142857142857,25.285714285714285,10599.0,177.0
SC,2020-07-21,56475,2061,738,44,1489.2857142857142,29.142857142857142,10425.0,204.0
SC,2020-07-22,59556,3081,765,27,1654.2857142857142,28.0,11580.0,196.0
SC,2020-07-23,62282,2726,812,47,1785.857142857143,32.0,12501.0,224.0
SC,2020-07-24,65017,2735,844,32,1924.0,28.285714285714285,13468.0,198.0
SC,2020-07-25,67333,2316,880,36,2114.5714285714284,31.142857142857142,14802.0,218.0
SC,2020-07-26,68730,1397,907,27,2199.1428571428573,31.714285714285715,15394.0,222.0
SC,2020-07-27,70138,1408,924,17,2246.285714285714,32.857142857142854,15724.0,230.0
SC,2020-07-28,73771,3633,960,36,2470.8571428571427,31.714285714285715,17296.0,222.0
SC,2020-07-29,77001,3230,1002,42,2492.1428571428573,33.857142857142854,17445.0,237.0
SC,2020-07-30,80904,3903,1043,41,2660.285714285714,33.0,18622.0,231.0
SC,2020-07-31,84073,3169,1102,59,2722.285714285714,36.857142857142854,19056.0,258.0
SC,2020-08-01,86922,2849,1154,52,2798.4285714285716,39.142857142857146,19589.0,274.0
SC,2020-08-02,87982,1060,1175,21,2750.285714285714,38.285714285714285,19252.0,268.0
SC,2020-08-03,88889,907,1196,21,2678.714285714286,38.857142857142854,18751.0,272.0
SC,2020-08-04,92157,3268,1235,39,2626.5714285714284,39.285714285714285,18386.0,275.0
SC,2020-08-05,95410,3253,1306,71,2629.8571428571427,43.42857142857143,18409.0,304.0
SC,2020-08-06,98634,3224,1357,51,2532.8571428571427,44.857142857142854,17730.0,314.0
SC,2020-08-07,101582,2948,1400,43,2501.285714285714,42.57142857142857,17509.0,298.0
SC,2020-08-08,104749,3167,1419,19,2546.714285714286,37.857142857142854,17827.0,265.0
SC,2020-08-09,105935,1186,1445,26,2564.714285714286,38.57142857142857,17953.0,270.0
SC,2020-08-10,106928,993,1541,96,2577.0,49.285714285714285,18039.0,345.0
SC,2020-08-11,109522,2594,1619,78,2480.714285714286,54.857142857142854,17365.0,384.0
SC,2020-08-12,112401,2879,1637,18,2427.285714285714,47.285714285714285,16991.0,331.0
SC,2020-08-13,115032,2631,1696,59,2342.5714285714284,48.42857142857143,16398.0,339.0
SC,2020-08-14,118183,3151,1742,46,2371.5714285714284,48.857142857142854,16601.0,342.0
SC,2020-08-15,120001,1818,1767,25,2178.8571428571427,49.714285714285715,15252.0,348.0
SC,2020-08-16,120880,879,1797,30,2135.0,50.285714285714285,14945.0,352.0
SC,2020-08-17,121666,786,1839,42,2105.4285714285716,42.57142857142857,14738.0,298.0
SC,2020-08-18,124313,2647,1883,44,2113.0,37.714285714285715,14791.0,264.0
SC,2020-08-19,126850,2537,1918,35,2064.1428571428573,40.142857142857146,14449.0,281.0
SC,2020-08-20,129072,2222,1960,42,2005.7142857142858,37.714285714285715,14040.0,264.0
SC,2020-08-21,130349,1277,1995,35,1738.0,36.142857142857146,12166.0,253.0
SC,2020-08-22,132008,1659,2027,32,1715.2857142857142,37.142857142857146,12007.0,260.0
SC,2020-08-23,132492,484,2042,15,1658.857142857143,35.0,11612.0,245.0
SC,2020-08-24,133533,1041,2066,24,1695.2857142857142,32.42857142857143,11867.0,227.0
SC,2020-08-25,135690,2157,2116,50,1625.2857142857142,33.285714285714285,11377.0,233.0
SC,2020-08-26,137560,1870,2142,26,1530.0,32.0,10710.0,224.0
SC,2020-08-27,139638,2078,2170,28,1509.4285714285713,30.0,10566.0,210.0
SC,2020-08-28,141692,2054,2193,23,1620.4285714285713,28.285714285714285,11343.0,198.0
SC,2020-08-29,146404,4712,2218,25,2056.5714285714284,27.285714285714285,14396.0,191.0
SC,2020-08-30,146864,460,2235,17,2053.1428571428573,27.571428571428573,14372.0,193.0
SC,2020-08-31,177777,30913,2260,25,6320.571428571428,27.714285714285715,44244.0,194.0
SC,2020-09-01,180474,2697,2301,41,6397.714285714285,26.428571428571427,44784.0,185.0
SC,2020-09-02,182522,2048,2325,24,6423.142857142857,26.142857142857142,44962.0,183.0
SC,2020-09-03,184204,1682,2352,27,6366.571428571428,26.0,44566.0,182.0
SC,2020-09-04,186596,2392,2376,24,6414.857142857143,26.142857142857142,44904.0,183.0
SC,2020-09-05,188361,1765,2400,24,5993.857142857143,26.0,41957.0,182.0
SC,2020-09-06,189028,667,2405,5,6023.428571428572,24.285714285714285,42164.0,170.0
SC,2020-09-07,189477,449,2422,17,1671.4285714285713,23.142857142857142,11700.0,162.0
SC,2020-09-08,190397,920,2442,20,1417.5714285714287,20.142857142857142,9923.0,141.0
SC,2020-09-09,192982,2585,2460,18,1494.2857142857142,19.285714285714285,10460.0,135.0
SC,2020-09-10,194176,1194,2483,23,1424.5714285714287,18.714285714285715,9972.0,131.0
SC,2020-09-11,195701,1525,2497,14,1300.7142857142858,17.285714285714285,9105.0,121.0
SC,2020-09-12,197064,1363,2515,18,1243.2857142857142,16.428571428571427,8703.0,115.0
SC,2020-09-13,197745,681,2529,14,1245.2857142857142,17.714285714285715,8717.0,124.0
SC,2020-09-14,198640,895,2543,14,1309.0,17.285714285714285,9163.0,121.0
SC,2020-09-15,200241,1601,2569,26,1406.2857142857142,18.142857142857142,9844.0,127.0
SC,2020-09-16,201682,1441,2593,24,1242.857142857143,19.0,8700.0,133.0
SC,2020-09-17,202934,1252,2609,16,1251.142857142857,18.0,8758.0,126.0
SC,2020-09-18,204166,1232,2627,18,1209.2857142857142,18.571428571428573,8465.0,130.0
SC,2020-09-19,205250,1084,2635,8,1169.4285714285713,17.142857142857142,8186.0,120.0
SC,2020-09-20,205620,370,2639,4,1125.0,15.714285714285714,7875.0,110.0
SC,2020-09-21,206332,712,2656,17,1098.857142857143,16.142857142857142,7692.0,113.0
SC,2020-09-22,207692,1360,2671,15,1064.4285714285713,14.571428571428571,7451.0,102.0
SC,2020-09-23,208900,1208,2686,15,1031.142857142857,13.285714285714286,7218.0,93.0
SC,2020-09-24,210048,1148,2704,18,1016.2857142857143,13.571428571428571,7114.0,95.0
SC,2020-09-25,211105,1057,2723,19,991.2857142857143,13.714285714285714,6939.0,96.0
SC,2020-09-26,212091,986,2736,13,977.2857142857143,14.428571428571429,6841.0,101.0
SC,2020-09-27,212584,493,2747,11,994.8571428571429,15.428571428571429,6964.0,108.0
SC,2020-09-28,213066,482,2765,18,962.0,15.571428571428571,6734.0,109.0
SC,2020-09-29,214261,1195,2786,21,938.4285714285714,16.428571428571427,6569.0,115.0
SC,2020-09-30,215478,1217,2797,11,939.7142857142857,15.857142857142858,6578.0,111.0
SC,2020-10-01,216624,1146,2821,24,939.4285714285714,16.714285714285715,6576.0,117.0
SC,2020-10-02,217722,1098,2830,9,945.2857142857143,15.285714285714286,6617.0,107.0
SC,2020-10-03,218633,911,2842,12,934.5714285714286,15.142857142857142,6542.0,106.0
SC,2020-10-04,219218,585,2847,5,947.7142857142857,14.285714285714286,6634.0,100.0
SC,2020-10-05,220044,826,2858,11,996.8571428571429,13.285714285714286,6978.0,93.0
SC,2020-10-06,221442,1398,2872,14,1025.857142857143,12.285714285714286,7181.0,86.0
SC,2020-10-07,222652,1210,2880,8,1024.857142857143,11.857142857142858,7174.0,83.0
SC,2020-10-08,224103,1451,2892,12,1068.4285714285713,10.142857142857142,7479.0,71.0
SC,2020-10-09,225637,1534,2893,1,1130.7142857142858,9.0,7915.0,63.0
SC,2020-10-10,226614,977,2908,15,1140.142857142857,9.428571428571429,7981.0,66.0
SC,2020-10-11,227213,599,2917,9,1142.142857142857,10.0,7995.0,70.0
SC,2020-10-12,228008,795,2918,1,1137.7142857142858,8.571428571428571,7964.0,60.0
SC,2020-10-13,228403,395,2927,9,994.4285714285714,7.857142857142857,6961.0,55.0
SC,2020-10-14,229910,1507,2940,13,1036.857142857143,8.571428571428571,7258.0,60.0
SC,2020-10-15,231412,1502,2952,12,1044.142857142857,8.571428571428571,7309.0,60.0
SC,2020-10-16,232933,1521,2962,10,1042.2857142857142,9.857142857142858,7296.0,69.0
SC,2020-10-17,234765,1832,2966,4,1164.4285714285713,8.285714285714286,8151.0,58.0
SC,2020-10-18,235159,394,2967,1,1135.142857142857,7.142857142857143,7946.0,50.0
SC,2020-10-19,236224,1065,2976,9,1173.7142857142858,8.285714285714286,8216.0,58.0
SC,2020-10-20,237781,1557,2991,15,1339.7142857142858,9.142857142857142,9378.0,64.0
SC,2020-10-21,238833,1052,2998,7,1274.7142857142858,8.285714285714286,8923.0,58.0
SC,2020-10-22,241044,2211,3011,13,1376.0,8.428571428571429,9632.0,59.0
SC,2020-10-23,243116,2072,3015,4,1454.7142857142858,7.571428571428571,10183.0,53.0
SC,2020-10-24,244978,1862,3024,9,1459.0,8.285714285714286,10213.0,58.0
SC,2020-10-25,246086,1108,3028,4,1561.0,8.714285714285714,10927.0,61.0
SC,2020-10-26,247477,1391,3041,13,1607.5714285714287,9.285714285714286,11253.0,65.0
SC,2020-10-27,249899,2422,3059,18,1731.142857142857,9.714285714285714,12118.0,68.0
SC,2020-10-28,252551,2652,3068,9,1959.7142857142858,10.0,13718.0,70.0
SC,2020-10-29,254488,1937,3077,9,1920.5714285714287,9.428571428571429,13444.0,66.0
SC,2020-10-30,256356,1868,3094,17,1891.4285714285713,11.285714285714286,13240.0,79.0
SC,2020-10-31,258940,2584,3114,20,1994.5714285714287,12.857142857142858,13962.0,90.0
SC,2020-11-01,260057,1117,3122,8,1995.857142857143,13.428571428571429,13971.0,94.0
SC,2020-11-02,261543,1486,3129,7,2009.4285714285713,12.571428571428571,14066.0,88.0
SC,2020-11-03,263823,2280,3139,10,1989.142857142857,11.428571428571429,13924.0,80.0
SC,2020-11-04,266637,2814,3163,24,2012.2857142857142,13.571428571428571,14086.0,95.0
SC,2020-11-05,268644,2007,3173,10,2022.2857142857142,13.714285714285714,14156.0,96.0
SC,2020-11-06,270795,2151,3195,22,2062.714285714286,14.428571428571429,14439.0,101.0
SC,2020-11-07,273652,2857,3202,7,2101.714285714286,12.571428571428571,14712.0,88.0
SC,2020-11-08,274621,969,3211,9,2080.5714285714284,12.714285714285714,14564.0,89.0
SC,2020-11-09,275655,1034,3231,20,2016.0,14.571428571428571,14112.0,102.0
SC,2020-11-10,280541,4886,3243,12,2388.285714285714,14.857142857142858,16718.0,104.0
SC,2020-11-11,283252,2711,3268,25,2373.5714285714284,15.0,16615.0,105.0
SC,2020-11-12,284982,1730,3282,14,2334.0,15.571428571428571,16338.0,109.0
SC,2020-11-13,289787,4805,3298,16,2713.1428571428573,14.714285714285714,18992.0,103.0
SC,2020-11-14,293802,4015,3309,11,2878.5714285714284,15.285714285714286,20150.0,107.0
SC,2020-11-15,295946,2144,3318,9,3046.4285714285716,15.285714285714286,21325.0,107.0
SC,2020-11-16,297400,1454,3330,12,3106.4285714285716,14.142857142857142,21745.0,99.0
SC,2020-11-17,302578,5178,3370,40,3148.1428571428573,18.142857142857142,22037.0,127.0
SC,2020-11-18,306788,4210,3384,14,3362.285714285714,16.571428571428573,23536.0,116.0
SC,2020-11-19,311393,4605,3405,21,3773.0,17.571428571428573,26411.0,123.0
SC,2020-11-20,317502,6109,3435,30,3959.285714285714,19.571428571428573,27715.0,137.0
SC,2020-11-21,323390,5888,3459,24,4226.857142857143,21.428571428571427,29588.0,150.0
SC,2020-11-22,326208,2818,3471,12,4323.142857142857,21.857142857142858,30262.0,153.0
SC,2020-11-23,327961,1753,3494,23,4365.857142857143,23.428571428571427,30561.0,164.0
SC,2020-11-24,332076,4115,3530,36,4214.0,22.857142857142858,29498.0,160.0
SC,2020-11-25,337009,4933,3561,31,4317.285714285715,25.285714285714285,30221.0,177.0
SC,2020-11-26,343007,5998,3608,47,4516.285714285715,29.0,31614.0,203.0
SC,2020-11-27,346427,3420,3667,59,4132.142857142857,33.142857142857146,28925.0,232.0
SC,2020-11-28,355950,9523,3701,34,4651.428571428572,34.57142857142857,32560.0,242.0
SC,2020-11-29,358997,3047,3721,20,4684.142857142857,35.714285714285715,32789.0,250.0
SC,2020-11-30,364344,5347,3762,41,5197.571428571428,38.285714285714285,36383.0,268.0
SC,2020-12-01,372545,8201,3809,47,5781.285714285715,39.857142857142854,40469.0,279.0
SC,2020-12-02,378621,6076,3855,46,5944.571428571428,42.0,41612.0,294.0
SC,2020-12-03,383577,4956,3898,43,5795.714285714285,41.42857142857143,40570.0,290.0
SC,2020-12-04,389751,6174,3939,41,6189.142857142857,38.857142857142854,43324.0,272.0
SC,2020-12-05,393602,3851,3980,41,5378.857142857143,39.857142857142854,37652.0,279.0
SC,2020-12-06,396188,2586,4011,31,5313.0,41.42857142857143,37191.0,290.0
SC,2020-12-07,399691,3503,4041,30,5049.571428571428,39.857142857142854,35347.0,279.0
SC,2020-12-08,406003,6312,4132,91,4779.714285714285,46.142857142857146,33458.0,323.0
SC,2020-12-09,411631,5628,4183,51,4715.714285714285,46.857142857142854,33010.0,328.0
SC,2020-12-10,416752,5121,4224,41,4739.285714285715,46.57142857142857,33175.0,326.0
SC,2020-12-11,421044,4292,4284,60,4470.428571428572,49.285714285714285,31293.0,345.0
SC,2020-12-12,426095,5051,4334,50,4641.857142857143,50.57142857142857,32493.0,354.0
SC,2020-12-13,427401,1306,4365,31,4459.0,50.57142857142857,31213.0,354.0
SC,2020-12-14,432050,4649,4420,55,4622.714285714285,54.142857142857146,32359.0,379.0
SC,2020-12-15,435547,3497,4504,84,4220.571428571428,53.142857142857146,29544.0,372.0
SC,2020-12-16,442624,7077,4517,13,4427.571428571428,47.714285714285715,30993.0,334.0
SC,2020-12-17,448162,5538,4598,81,4487.142857142857,53.42857142857143,31410.0,374.0
SC,2020-12-18,453322,5160,4652,54,4611.142857142857,52.57142857142857,32278.0,368.0
SC,2020-12-19,457335,4013,4668,16,4462.857142857143,47.714285714285715,31240.0,334.0
SC,2020-12-20,461244,3909,4706,38,4834.714285714285,48.714285714285715,33843.0,341.0
SC,2020-12-21,463732,2488,4771,65,4526.0,50.142857142857146,31682.0,351.0
SC,2020-12-22,468403,4671,4836,65,4693.714285714285,47.42857142857143,32856.0,332.0
SC,2020-12-23,472199,3796,4885,49,4225.0,52.57142857142857,29575.0,368.0
SC,2020-12-24,475200,3001,4939,54,3862.5714285714284,48.714285714285715,27038.0,341.0
SC,2020-12-25,476681,1481,4973,34,3337.0,45.857142857142854,23359.0,321.0
SC,2020-12-26,478242,1561,5007,34,2986.714285714286,48.42857142857143,20907.0,339.0
SC,2020-12-27,479947,1705,5039,32,2671.8571428571427,47.57142857142857,18703.0,333.0
SC,2020-12-28,482129,2182,5082,43,2628.1428571428573,44.42857142857143,18397.0,311.0
SC,2020-12-29,485935,3806,5161,79,2504.5714285714284,46.42857142857143,17532.0,325.0
SC,2020-12-30,489069,3134,5206,45,2410.0,45.857142857142854,16870.0,321.0
SC,2020-12-31,492583,3514,5253,47,2483.285714285714,44.857142857142854,17383.0,314.0
SC,2021-01-01,494447,1864,5270,17,2538.0,42.42857142857143,17766.0,297.0
SC,2021-01-02,496524,2077,5294,24,2611.714285714286,41.0,18282.0,287.0
SC,2021-01-03,497345,821,5314,20,2485.4285714285716,39.285714285714285,17398.0,275.0
SC,2021-01-04,498910,1565,5376,62,2397.285714285714,42.0,16781.0,294.0
