estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily_cases_moving average,daily_deaths_moving average,sum_of_daily_cases_week,sum_of_daily_deaths_week
AL,2020-06-30,35962,845,1052,20,816.2857142857143,18.857142857142858,5714.0,132.0
AL,2020-07-01,36819,857,1072,20,798.4285714285714,19.142857142857142,5589.0,134.0
AL,2020-07-02,37328,509,1091,19,751.8571428571429,19.0,5263.0,133.0
AL,2020-07-03,38404,1076,1113,22,791.4285714285714,19.714285714285715,5540.0,138.0
AL,2020-07-04,39255,851,1134,21,819.1428571428571,20.142857142857142,5734.0,141.0
AL,2020-07-05,39935,680,1153,19,803.2857142857143,20.142857142857142,5623.0,141.0
AL,2020-07-06,40569,634,1172,19,778.8571428571429,20.0,5452.0,140.0
AL,2020-07-07,41524,955,1192,20,794.5714285714286,20.0,5562.0,140.0
AL,2020-07-08,42322,798,1213,21,786.1428571428571,20.142857142857142,5503.0,141.0
AL,2020-07-09,43191,869,1230,17,837.5714285714286,19.857142857142858,5863.0,139.0
AL,2020-07-10,43959,768,1246,16,793.5714285714286,19.0,5555.0,133.0
AL,2020-07-11,44633,674,1264,18,768.2857142857143,18.571428571428573,5378.0,130.0
AL,2020-07-12,45330,697,1281,17,770.7142857142857,18.285714285714285,5395.0,128.0
AL,2020-07-13,46296,966,1297,16,818.1428571428571,17.857142857142858,5727.0,125.0
AL,2020-07-14,47005,709,1314,17,783.0,17.428571428571427,5481.0,122.0
AL,2020-07-15,47864,859,1331,17,791.7142857142857,16.857142857142858,5542.0,118.0
AL,2020-07-16,48734,870,1348,17,791.8571428571429,16.857142857142858,5543.0,118.0
AL,2020-07-17,49253,519,1365,17,756.2857142857143,17.0,5294.0,119.0
AL,2020-07-18,49583,330,1381,16,707.1428571428571,16.714285714285715,4950.0,117.0
AL,2020-07-19,50078,495,1397,16,678.2857142857143,16.571428571428573,4748.0,116.0
AL,2020-07-20,50307,229,1413,16,573.0,16.571428571428573,4011.0,116.0
AL,2020-07-21,50951,644,1428,15,563.7142857142857,16.285714285714285,3946.0,114.0
AL,2020-07-22,51680,729,1443,15,545.1428571428571,16.0,3816.0,112.0
AL,2020-07-23,52529,849,1457,14,542.1428571428571,15.571428571428571,3795.0,109.0
AL,2020-07-24,53713,1184,1471,14,637.1428571428571,15.142857142857142,4460.0,106.0
AL,2020-07-25,54730,1017,1486,15,735.2857142857143,15.0,5147.0,105.0
AL,2020-07-26,55376,646,1500,14,756.8571428571429,14.714285714285714,5298.0,103.0
AL,2020-07-27,56204,828,1514,14,842.4285714285714,14.428571428571429,5897.0,101.0
AL,2020-07-28,57142,938,1527,13,884.4285714285714,14.142857142857142,6191.0,99.0
AL,2020-07-29,58124,982,1540,13,920.5714285714286,13.857142857142858,6444.0,97.0
AL,2020-07-30,58979,855,1554,14,921.4285714285714,13.857142857142858,6450.0,97.0
AL,2020-07-31,59725,746,1567,13,858.8571428571429,13.714285714285714,6012.0,96.0
AL,2020-08-01,60992,1267,1581,14,894.5714285714286,13.571428571428571,6262.0,95.0
AL,2020-08-02,62240,1248,1594,13,980.5714285714286,13.428571428571429,6864.0,94.0
AL,2020-08-03,62778,538,1607,13,939.1428571428571,13.285714285714286,6574.0,93.0
AL,2020-08-04,63351,573,1621,14,887.0,13.428571428571429,6209.0,94.0
AL,2020-08-05,64194,843,1633,12,867.1428571428571,13.285714285714286,6070.0,93.0
AL,2020-08-06,65093,899,1643,10,873.4285714285714,12.714285714285714,6114.0,89.0
AL,2020-08-07,65916,823,1654,11,884.4285714285714,12.428571428571429,6191.0,87.0
AL,2020-08-08,66748,832,1665,11,822.2857142857143,12.0,5756.0,84.0
AL,2020-08-09,67613,865,1677,12,767.5714285714286,11.857142857142858,5373.0,83.0
AL,2020-08-10,68237,624,1688,11,779.8571428571429,11.571428571428571,5459.0,81.0
AL,2020-08-11,68935,698,1700,12,797.7142857142857,11.285714285714286,5584.0,79.0
AL,2020-08-12,69751,816,1711,11,793.8571428571429,11.142857142857142,5557.0,78.0
AL,2020-08-13,70629,878,1721,10,790.8571428571429,11.142857142857142,5536.0,78.0
AL,2020-08-14,71232,603,1732,11,759.4285714285714,11.142857142857142,5316.0,78.0
AL,2020-08-15,72076,844,1742,10,761.1428571428571,11.0,5328.0,77.0
AL,2020-08-16,72734,658,1753,11,731.5714285714286,10.857142857142858,5121.0,76.0
AL,2020-08-17,72938,204,1763,10,671.5714285714286,10.714285714285714,4701.0,75.0
AL,2020-08-18,73701,763,1774,11,680.8571428571429,10.571428571428571,4766.0,74.0
AL,2020-08-19,74140,439,1784,10,627.0,10.428571428571429,4389.0,73.0
AL,2020-08-20,74622,482,1793,9,570.4285714285714,10.285714285714286,3993.0,72.0
AL,2020-08-21,74839,217,1802,9,515.2857142857143,10.0,3607.0,70.0
AL,2020-08-22,75470,631,1810,8,484.85714285714283,9.714285714285714,3394.0,68.0
AL,2020-08-23,75857,387,1818,8,446.14285714285717,9.285714285714286,3123.0,65.0
AL,2020-08-24,76495,638,1827,9,508.14285714285717,9.142857142857142,3557.0,64.0
AL,2020-08-25,76894,399,1836,9,456.14285714285717,8.857142857142858,3193.0,62.0
AL,2020-08-26,77317,423,1844,8,453.85714285714283,8.571428571428571,3177.0,60.0
AL,2020-08-27,77755,438,1853,9,447.57142857142856,8.571428571428571,3133.0,60.0
AL,2020-08-28,78174,419,1861,8,476.42857142857144,8.428571428571429,3335.0,59.0
AL,2020-08-29,78483,309,1870,9,430.42857142857144,8.571428571428571,3013.0,60.0
AL,2020-08-30,78637,154,1878,8,397.14285714285717,8.571428571428571,2780.0,60.0
AL,2020-08-31,78804,167,1887,9,329.85714285714283,8.571428571428571,2309.0,60.0
AL,2020-09-01,79258,454,1895,8,337.7142857142857,8.428571428571429,2364.0,59.0
AL,2020-09-02,79550,292,1902,7,319.0,8.285714285714286,2233.0,58.0
AL,2020-09-03,79797,247,1910,8,291.7142857142857,8.142857142857142,2042.0,57.0
AL,2020-09-04,80103,306,1917,7,275.57142857142856,8.0,1929.0,56.0
AL,2020-09-05,80462,359,1924,7,282.7142857142857,7.714285714285714,1979.0,54.0
AL,2020-09-06,80717,255,1930,6,297.14285714285717,7.428571428571429,2080.0,52.0
AL,2020-09-07,80786,69,1936,6,283.14285714285717,7.0,1982.0,49.0
AL,2020-09-08,80866,80,1943,7,229.71428571428572,6.857142857142857,1608.0,48.0
AL,2020-09-09,81092,226,1949,6,220.28571428571428,6.714285714285714,1542.0,47.0
AL,2020-09-10,81330,238,1957,8,219.0,6.714285714285714,1533.0,47.0
AL,2020-09-11,81440,110,1965,8,191.0,6.857142857142857,1337.0,48.0
AL,2020-09-12,82028,588,1972,7,223.71428571428572,6.857142857142857,1566.0,48.0
AL,2020-09-13,82230,202,1979,7,216.14285714285714,7.0,1513.0,49.0
AL,2020-09-14,82332,102,1985,6,220.85714285714286,7.0,1546.0,49.0
AL,2020-09-15,82595,263,1991,6,247.0,6.857142857142857,1729.0,48.0
AL,2020-09-16,82983,388,1996,5,270.14285714285717,6.714285714285714,1891.0,47.0
AL,2020-09-17,83035,52,2002,6,243.57142857142858,6.428571428571429,1705.0,45.0
AL,2020-09-18,83298,263,2008,6,265.42857142857144,6.142857142857143,1858.0,43.0
AL,2020-09-19,83950,652,2014,6,274.57142857142856,6.0,1922.0,42.0
AL,2020-09-20,84508,558,2019,5,325.42857142857144,5.714285714285714,2278.0,40.0
AL,2020-09-21,84720,212,2024,5,341.14285714285717,5.571428571428571,2388.0,39.0
AL,2020-09-22,85008,288,2029,5,344.7142857142857,5.428571428571429,2413.0,38.0
AL,2020-09-23,85559,551,2034,5,368.0,5.428571428571429,2576.0,38.0
AL,2020-09-24,85753,194,2040,6,388.2857142857143,5.428571428571429,2718.0,38.0
AL,2020-09-25,85937,184,2046,6,377.0,5.428571428571429,2639.0,38.0
AL,2020-09-26,86124,187,2052,6,310.57142857142856,5.428571428571429,2174.0,38.0
AL,2020-09-27,86294,170,2057,5,255.14285714285714,5.428571428571429,1786.0,38.0
AL,2020-09-28,86393,99,2062,5,239.0,5.428571428571429,1673.0,38.0
AL,2020-09-29,86549,156,2067,5,220.14285714285714,5.428571428571429,1541.0,38.0
AL,2020-09-30,86879,330,2072,5,188.57142857142858,5.428571428571429,1320.0,38.0
AL,2020-10-01,87504,625,2078,6,250.14285714285714,5.428571428571429,1751.0,38.0
AL,2020-10-02,87750,246,2085,7,259.0,5.571428571428571,1813.0,39.0
AL,2020-10-03,87928,178,2091,6,257.7142857142857,5.571428571428571,1804.0,39.0
AL,2020-10-04,88098,170,2097,6,257.7142857142857,5.714285714285714,1804.0,40.0
AL,2020-10-05,88135,37,2103,6,248.85714285714286,5.857142857142857,1742.0,41.0
AL,2020-10-06,88283,148,2109,6,247.71428571428572,6.0,1734.0,42.0
AL,2020-10-07,88426,143,2115,6,221.0,6.142857142857143,1547.0,43.0
AL,2020-10-08,88538,112,2121,6,147.71428571428572,6.142857142857143,1034.0,43.0
AL,2020-10-09,88653,115,2126,5,129.0,5.857142857142857,903.0,41.0
AL,2020-10-10,88790,137,2132,6,123.14285714285714,5.857142857142857,862.0,41.0
AL,2020-10-11,88826,36,2138,6,104.0,5.857142857142857,728.0,41.0
AL,2020-10-12,88880,54,2144,6,106.42857142857143,5.857142857142857,745.0,41.0
AL,2020-10-13,88954,74,2151,7,95.85714285714286,6.0,671.0,42.0
AL,2020-10-14,89082,128,2157,6,93.71428571428571,6.0,656.0,42.0
AL,2020-10-15,89192,110,2162,5,93.42857142857143,5.857142857142857,654.0,41.0
AL,2020-10-16,89278,86,2167,5,89.28571428571429,5.857142857142857,625.0,41.0
AL,2020-10-17,89365,87,2172,5,82.14285714285714,5.714285714285714,575.0,40.0
AL,2020-10-18,89493,128,2177,5,95.28571428571429,5.571428571428571,667.0,39.0
AL,2020-10-19,89528,35,2182,5,92.57142857142857,5.428571428571429,648.0,38.0
AL,2020-10-20,89644,116,2187,5,98.57142857142857,5.142857142857143,690.0,36.0
AL,2020-10-21,89746,102,2192,5,94.85714285714286,5.0,664.0,35.0
AL,2020-10-22,89847,101,2196,4,93.57142857142857,4.857142857142857,655.0,34.0
AL,2020-10-23,89994,147,2201,5,102.28571428571429,4.857142857142857,716.0,34.0
AL,2020-10-24,90124,130,2206,5,108.42857142857143,4.857142857142857,759.0,34.0
AL,2020-10-25,90177,53,2211,5,97.71428571428571,4.857142857142857,684.0,34.0
AL,2020-10-26,90254,77,2216,5,103.71428571428571,4.857142857142857,726.0,34.0
AL,2020-10-27,90384,130,2221,5,105.71428571428571,4.857142857142857,740.0,34.0
AL,2020-10-28,90497,113,2226,5,107.28571428571429,4.857142857142857,751.0,34.0
AL,2020-10-29,90564,67,2230,4,102.42857142857143,4.857142857142857,717.0,34.0
AL,2020-10-30,90671,107,2234,4,96.71428571428571,4.714285714285714,677.0,33.0
AL,2020-10-31,90789,118,2238,4,95.0,4.571428571428571,665.0,32.0
AL,2020-11-01,90820,31,2242,4,91.85714285714286,4.428571428571429,643.0,31.0
AL,2020-11-02,90918,98,2246,4,94.85714285714286,4.285714285714286,664.0,30.0
AL,2020-11-03,91016,98,2250,4,90.28571428571429,4.142857142857143,632.0,29.0
AL,2020-11-04,91142,126,2254,4,92.14285714285714,4.0,645.0,28.0
AL,2020-11-05,91270,128,2258,4,100.85714285714286,4.0,706.0,28.0
AL,2020-11-06,91407,137,2262,4,105.14285714285714,4.0,736.0,28.0
AL,2020-11-07,91603,196,2266,4,116.28571428571429,4.0,814.0,28.0
AL,2020-11-08,91718,115,2270,4,128.28571428571428,4.0,898.0,28.0
AL,2020-11-09,91848,130,2274,4,132.85714285714286,4.0,930.0,28.0
AL,2020-11-10,91939,91,2278,4,131.85714285714286,4.0,923.0,28.0
AL,2020-11-11,92040,101,2282,4,128.28571428571428,4.0,898.0,28.0
AL,2020-11-12,92166,126,2285,3,128.0,3.857142857142857,896.0,27.0
AL,2020-11-13,92328,162,2288,3,131.57142857142858,3.7142857142857144,921.0,26.0
AL,2020-11-14,92480,152,2291,3,125.28571428571429,3.5714285714285716,877.0,25.0
AL,2020-11-15,92596,116,2295,4,125.42857142857143,3.5714285714285716,878.0,25.0
AL,2020-11-16,92642,46,2298,3,113.42857142857143,3.4285714285714284,794.0,24.0
AL,2020-11-17,92815,173,2301,3,125.14285714285714,3.2857142857142856,876.0,23.0
AL,2020-11-18,92951,136,2304,3,130.14285714285714,3.142857142857143,911.0,22.0
AL,2020-11-19,93123,172,2308,4,136.71428571428572,3.2857142857142856,957.0,23.0
AL,2020-11-20,93245,122,2311,3,131.0,3.2857142857142856,917.0,23.0
AL,2020-11-21,93359,114,2314,3,125.57142857142857,3.2857142857142856,879.0,23.0
AL,2020-11-22,93440,81,2317,3,120.57142857142857,3.142857142857143,844.0,22.0
AL,2020-11-23,93569,129,2321,4,132.42857142857142,3.2857142857142856,927.0,23.0
AL,2020-11-24,93708,139,2324,3,127.57142857142857,3.2857142857142856,893.0,23.0
AL,2020-11-25,93915,207,2326,2,137.71428571428572,3.142857142857143,964.0,22.0
AL,2020-11-26,94060,145,2329,3,133.85714285714286,3.0,937.0,21.0
AL,2020-11-27,94392,332,2331,2,163.85714285714286,2.857142857142857,1147.0,20.0
AL,2020-11-28,94613,221,2334,3,179.14285714285714,2.857142857142857,1254.0,20.0
AL,2020-11-29,94859,246,2336,2,202.71428571428572,2.7142857142857144,1419.0,19.0
AL,2020-11-30,94984,125,2339,3,202.14285714285714,2.5714285714285716,1415.0,18.0
AL,2020-12-01,95152,168,2341,2,206.28571428571428,2.4285714285714284,1444.0,17.0
AL,2020-12-02,95388,236,2344,3,210.42857142857142,2.5714285714285716,1473.0,18.0
AL,2020-12-03,95643,255,2346,2,226.14285714285714,2.4285714285714284,1583.0,17.0
AL,2020-12-04,95898,255,2349,3,215.14285714285714,2.5714285714285716,1506.0,18.0
AL,2020-12-05,96300,402,2351,2,241.0,2.4285714285714284,1687.0,17.0
AL,2020-12-06,96632,332,2354,3,253.28571428571428,2.5714285714285716,1773.0,18.0
AL,2020-12-07,96784,152,2357,3,257.14285714285717,2.5714285714285716,1800.0,18.0
AL,2020-12-08,96973,189,2360,3,260.14285714285717,2.7142857142857144,1821.0,19.0
AL,2020-12-09,97248,275,2363,3,265.7142857142857,2.7142857142857144,1860.0,19.0
AL,2020-12-10,97562,314,2366,3,274.14285714285717,2.857142857142857,1919.0,20.0
AL,2020-12-11,97948,386,2369,3,292.85714285714283,2.857142857142857,2050.0,20.0
AL,2020-12-12,98177,229,2372,3,268.14285714285717,3.0,1877.0,21.0
AL,2020-12-13,98612,435,2376,4,282.85714285714283,3.142857142857143,1980.0,22.0
AL,2020-12-14,98928,316,2380,4,306.2857142857143,3.2857142857142856,2144.0,23.0
AL,2020-12-15,99238,310,2384,4,323.57142857142856,3.4285714285714284,2265.0,24.0
AL,2020-12-16,100011,773,2389,5,394.7142857142857,3.7142857142857144,2763.0,26.0
AL,2020-12-17,100307,296,2394,5,392.14285714285717,4.0,2745.0,28.0
AL,2020-12-18,100619,312,2399,5,381.57142857142856,4.285714285714286,2671.0,30.0
AL,2020-12-19,100978,359,2404,5,400.14285714285717,4.571428571428571,2801.0,32.0
AL,2020-12-20,101285,307,2410,6,381.85714285714283,4.857142857142857,2673.0,34.0
AL,2020-12-21,101443,158,2417,7,359.2857142857143,5.285714285714286,2515.0,37.0
AL,2020-12-22,101745,302,2425,8,358.14285714285717,5.857142857142857,2507.0,41.0
AL,2020-12-23,102178,433,2433,8,309.57142857142856,6.285714285714286,2167.0,44.0
AL,2020-12-24,102569,391,2440,7,323.14285714285717,6.571428571428571,2262.0,46.0
AL,2020-12-25,102827,258,2447,7,315.42857142857144,6.857142857142857,2208.0,48.0
AL,2020-12-26,103125,298,2454,7,306.7142857142857,7.142857142857143,2147.0,50.0
AL,2020-12-27,103551,426,2461,7,323.7142857142857,7.285714285714286,2266.0,51.0
AL,2020-12-28,103748,197,2468,7,329.2857142857143,7.285714285714286,2305.0,51.0
AL,2020-12-29,104119,371,2475,7,339.14285714285717,7.142857142857143,2374.0,50.0
AL,2020-12-30,104499,380,2482,7,331.57142857142856,7.0,2321.0,49.0
AL,2020-12-31,104818,319,2489,7,321.2857142857143,7.0,2249.0,49.0
AL,2021-01-01,105091,273,2496,7,323.42857142857144,7.0,2264.0,49.0
AL,2021-01-02,105361,270,2502,6,319.42857142857144,6.857142857142857,2236.0,48.0
AL,2021-01-03,105714,353,2509,7,309.0,6.857142857142857,2163.0,48.0
AL,2021-01-04,106032,318,2515,6,326.2857142857143,6.714285714285714,2284.0,47.0
AL,2021-01-05,106410,378,2521,6,327.2857142857143,6.571428571428571,2291.0,46.0
AL,2021-01-06,106881,471,2529,8,340.2857142857143,6.714285714285714,2382.0,47.0
AL,2021-01-07,107279,398,2537,8,351.57142857142856,6.857142857142857,2461.0,48.0
AL,2021-01-08,107628,349,2545,8,362.42857142857144,7.0,2537.0,49.0
AL,2021-01-09,108109,481,2553,8,392.57142857142856,7.285714285714286,2748.0,51.0
AL,2021-01-10,108542,433,2561,8,404.0,7.428571428571429,2828.0,52.0
AL,2021-01-11,108820,278,2569,8,398.2857142857143,7.714285714285714,2788.0,54.0
AL,2021-01-12,109319,499,2577,8,415.57142857142856,8.0,2909.0,56.0
AL,2021-01-13,109720,401,2585,8,405.57142857142856,8.0,2839.0,56.0
